href,name,hostname,port,protocol,process_name,win_service_name
/orgs/1/workloads/a7135af2-ba1c-4c27-be8f-8ddc3dcea8cf,,inf-jh01-prd,139,6,System,NetBIOS-SS
/orgs/1/workloads/a7135af2-ba1c-4c27-be8f-8ddc3dcea8cf,,inf-jh01-prd,135,6,C:\Windows\System32\svchost.exe,RpcSs
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,52311,17,C:\Program Files (x86)\BigFix Enterprise\BES Client\BESClient.exe,BESClient
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,5050,17,C:\Windows\System32\svchost.exe,CDPSvc
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,4500,17,C:\Windows\System32\svchost.exe,IKEEXT
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,3389,17,C:\Windows\System32\svchost.exe,TermService
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,500,17,C:\Windows\System32\svchost.exe,IKEEXT
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,138,17,System,NetBIOS-NS
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,137,17,System,NetBIOS-DS
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,123,17,C:\Windows\System32\svchost.exe,W32Time
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,50138,6,System,WinRm
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,5985,6,System,WinRm
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,445,6,System,SMB
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,21,6,C:\Windows\System32\svchost.exe,ftpsvc
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,59588,6,C:\Windows\System32\lsass.exe,
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,54655,6,C:\Windows\System32\services.exe,
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,57955,6,C:\Windows\System32\svchost.exe,PolicyAgent
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,52285,6,C:\Windows\System32\svchost.exe,Schedule
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,54034,6,C:\Windows\System32\lsass.exe,Netlogon
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,55735,6,C:\Windows\System32\svchost.exe,EventLog
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,57024,6,C:\Windows\System32\wininit.exe,
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,3389,6,C:\Windows\System32\svchost.exe,TermService
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,139,6,System,NetBIOS-SS
/orgs/1/workloads/ff250a2b-d35c-4252-b5fa-e983c213d661,,inf-jh02-prd,135,6,C:\Windows\System32\svchost.exe,RpcSs
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,443,6,/usr/sbin/httpd,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,52760,17,/usr/sbin/dhclient,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/5d62e1dd-4335-41fc-9706-f44f305536a2,,ord-web04-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,50182,17,/usr/sbin/dhclient,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/b2a63064-f068-4cc7-b9d8-fd7754a1376f,,ord-proc01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,55971,17,/usr/sbin/dhclient,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/5794a4ec-2cf6-48ee-a6a9-ca7aee9d5642,,shc-proc01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,8080,6,/usr/sbin/httpd,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,57905,17,/usr/sbin/dhclient,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,22,6,/usr/sbin/sshd,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/337f35b6-c2fd-4caa-952d-9ea4af8a5f5a,,ord-web02-dev,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,443,6,/usr/sbin/httpd,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,62955,17,/usr/sbin/dhclient,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/3f86724a-0fb8-4c86-a069-88a0c4f025e1,,shc-web01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,59424,17,/usr/sbin/dhclient,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/3b952909-06e3-4913-a37d-39fa4a1546f8,,prc-db02-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,5355,6,C:\Windows\System32\svchost.exe,Dnscache
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,5353,6,C:\Windows\System32\svchost.exe,Dnscache
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,464,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,389,6,C:\Windows\System32\lsass.exe,DCLocator
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,88,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,53,6,C:\Windows\System32\dns.exe,DNS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,5986,6,System,WinRm
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,464,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,88,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,57583,6,C:\Windows\System32\dfsrs.exe,DFSR
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,49705,6,C:\Windows\System32\dns.exe,DNS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,49682,6,C:\Windows\System32\services.exe,
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,49676,6,C:\Windows\System32\spoolsv.exe,Spooler
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,49668,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,49666,6,C:\Windows\System32\svchost.exe,SessionEnv
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,49664,6,C:\Windows\System32\wininit.exe,
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,9389,6,C:\Windows\ADWS\Microsoft.ActiveDirectory.WebServices.exe,ADWS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,3269,6,C:\Windows\System32\lsass.exe,GlobalCatalog
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,3268,6,C:\Windows\System32\lsass.exe,GlobalCatalog
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,636,6,C:\Windows\System32\lsass.exe,LDAPSSL
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,593,6,C:\Windows\System32\svchost.exe,RpcEptMapper
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,389,6,C:\Windows\System32\lsass.exe,LDAPServer
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,53,6,C:\Windows\System32\dns.exe,DNS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,52311,17,C:\Program Files (x86)\BigFix Enterprise\BES Client\BESClient.exe,BESClient
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,5050,17,C:\Windows\System32\svchost.exe,CDPSvc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,4500,17,C:\Windows\System32\svchost.exe,IKEEXT
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,3389,17,C:\Windows\System32\svchost.exe,TermService
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,500,17,C:\Windows\System32\svchost.exe,IKEEXT
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,138,17,System,NetBIOS-NS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,137,17,System,NetBIOS-DS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,123,17,C:\Windows\System32\svchost.exe,W32Time
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,51471,6,System,WinRm
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,5985,6,System,WinRm
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,445,6,System,SMB
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,21,6,C:\Windows\System32\svchost.exe,ftpsvc
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,56965,6,C:\Windows\System32\lsass.exe,
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,55426,6,C:\Windows\System32\services.exe,
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,53180,6,C:\Windows\System32\svchost.exe,PolicyAgent
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,59337,6,C:\Windows\System32\svchost.exe,Schedule
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,57199,6,C:\Windows\System32\lsass.exe,Netlogon
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,59513,6,C:\Windows\System32\svchost.exe,EventLog
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,53242,6,C:\Windows\System32\wininit.exe,
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,3389,6,C:\Windows\System32\svchost.exe,TermService
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,139,6,System,NetBIOS-SS
/orgs/1/workloads/9f23cb63-9920-4a87-a6a8-952d5350a43e,,acd-dc01-prd,135,6,C:\Windows\System32\svchost.exe,RpcSs
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,54421,17,/usr/sbin/dhclient,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/11d59dbc-3f35-4ee9-b196-f9a8e4e57d09,,ecm-proc03-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/15c405d4-4214-49a9-98a1-45170c997032,,swf-web08-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/15c405d4-4214-49a9-98a1-45170c997032,,swf-web08-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/15c405d4-4214-49a9-98a1-45170c997032,,swf-web08-prd,55370,17,/usr/sbin/dhclient,
/orgs/1/workloads/15c405d4-4214-49a9-98a1-45170c997032,,swf-web08-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/15c405d4-4214-49a9-98a1-45170c997032,,swf-web08-prd,5666,6,/usr/sbin/nrpe,
